Date,Revenue / Sales,Expenses,Profit,Assets,Liabilities,Cash In,Cash Out,Department,Category
2025-01-27,0,280,-280,491580,36160,0,280,Cuisine,Achats fournisseurs
2025-01-27,0,180,-180,491580,36160,0,180,Cuisine,Produits menagers
2025-01-28,520,0,520,494020,36230,520,0,Salle,Ventes repas midi
2025-01-28,670,0,670,494020,36230,670,0,Cuisine,Ventes plats a emporter
2025-01-28,1390,0,1390,494020,36230,1390,0,Salle,Ventes bar
2025-01-29,0,120,-120,494820,36110,0,120,Cuisine,Produits menagers
2025-01-29,600,0,600,494820,36110,600,0,Cuisine,Ventes plats a emporter
2025-01-29,0,260,-260,494820,36110,0,260,Cuisine,Achats fournisseurs
2025-01-29,330,0,330,494820,36110,330,0,Salle,Ventes evenements
2025-01-29,280,0,280,494820,36110,280,0,Salle,Ventes bar
2025-01-30,540,0,540,498400,36180,540,0,Salle,Ventes repas midi
2025-01-30,170,0,170,498400,36180,170,0,Salle,Ventes bar
2025-01-30,670,0,670,498400,36180,670,0,Cuisine,Ventes plats a emporter
2025-01-30,0,430,-430,498400,36180,0,430,Cuisine,Achats fournisseurs
2025-01-30,0,110,-110,498400,36180,0,110,Cuisine,Produits menagers
2025-01-31,510,0,510,493940,36230,510,0,Salle,Ventes evenements
2025-01-31,590,0,590,493940,36230,590,0,Cuisine,Ventes plats a emporter
2025-01-31,760,0,760,493940,36230,760,0,Salle,Ventes bar
2025-01-31,0,400,-400,493940,36230,0,400,Cuisine,Achats fournisseurs
2025-01-31,0,3060,-3060,493940,36230,0,3060,Administration,Salaires
2025-02-01,0,480,-480,495950,36380,0,480,Administration,Taxes / Impots
2025-02-01,0,340,-340,495950,36380,0,340,Cuisine,Gaz
2025-02-01,0,760,-760,495950,36380,0,760,Administration,Electricite / Eau
2025-02-01,0,2750,-2750,495950,36380,0,2750,Administration,Loyer
2025-02-01,790,0,790,495950,36380,790,0,Salle,Ventes bar
2025-02-01,540,0,540,495950,36380,540,0,Salle,Ventes evenements
2025-02-01,980,0,980,495950,36380,980,0,Salle,Ventes repas soir
2025-02-02,0,340,-340,487590,36430,0,340,Cuisine,Achats fournisseurs
2025-02-03,610,0,610,495080,36660,610,0,Salle,Ventes bar
2025-02-03,510,0,510,495080,36660,510,0,Cuisine,Ventes plats a emporter
2025-02-03,740,0,740,495080,36660,740,0,Salle,Ventes repas midi
2025-02-03,0,150,-150,495080,36660,0,150,Cuisine,Achats fournisseurs
2025-02-04,350,0,350,495160,36500,350,0,Cuisine,Ventes plats a emporter
2025-02-04,250,0,250,495160,36500,250,0,Salle,Ventes repas soir
2025-02-04,590,0,590,495160,36500,590,0,Salle,Ventes bar
2025-02-04,0,230,-230,495160,36500,0,230,Cuisine,Achats fournisseurs
2025-02-05,0,210,-210,491880,36730,0,210,Administration,Marketing / Pub
2025-02-05,0,570,-570,491880,36730,0,570,Cuisine,Achats fournisseurs
2025-02-05,0,120,-120,491880,36730,0,120,Cuisine,Produits menagers
2025-02-05,480,0,480,491880,36730,480,0,Salle,Ventes evenements
2025-02-05,360,0,360,491880,36730,360,0,Salle,Ventes bar
2025-02-05,650,0,650,491880,36730,650,0,Cuisine,Ventes plats a emporter
2025-02-06,310,0,310,493600,36640,310,0,Salle,Ventes repas soir
2025-02-06,370,0,370,493600,36640,370,0,Salle,Ventes repas midi
2025-02-06,710,0,710,493600,36640,710,0,Cuisine,Ventes plats a emporter
2025-02-06,0,300,-300,493600,36640,0,300,Cuisine,Achats fournisseurs
2025-02-06,0,100,-100,493600,36640,0,100,Cuisine,Produits menagers
2025-02-06,0,220,-220,493600,36640,0,220,Cuisine,Petit equipement
2025-02-07,550,0,550,494650,36610,550,0,Salle,Ventes repas soir
2025-02-07,550,0,550,494650,36610,550,0,Salle,Ventes evenements
2025-02-07,750,0,750,494650,36610,750,0,Salle,Ventes repas midi
2025-02-07,0,320,-320,494650,36610,0,320,Cuisine,Achats fournisseurs
2025-02-07,0,170,-170,494650,36610,0,170,Cuisine,Produits menagers
2025-02-07,0,3220,-3220,494650,36610,0,3220,Administration,Salaires
2025-02-08,770,0,770,497490,36820,770,0,Cuisine,Ventes plats a emporter
2025-02-08,0,460,-460,497490,36820,0,460,Cuisine,Achats fournisseurs
2025-02-08,580,0,580,497490,36820,580,0,Salle,Ventes bar
2025-02-08,670,0,670,497490,36820,670,0,Salle,Ventes repas soir
2025-02-09,0,200,-200,494260,36870,0,200,Cuisine,Achats fournisseurs
2025-02-10,660,0,660,498820,37100,660,0,Salle,Ventes bar
2025-02-10,230,0,230,498820,37100,230,0,Salle,Ventes repas soir
2025-02-10,650,0,650,498820,37100,650,0,Salle,Ventes evenements
2025-02-11,640,0,640,497580,36990,640,0,Salle,Ventes bar
2025-02-11,510,0,510,497580,36990,510,0,Salle,Ventes evenements
2025-02-11,1070,0,1070,497580,36990,1070,0,Salle,Ventes repas soir
2025-02-11,0,560,-560,497580,36990,0,560,Cuisine,Achats fournisseurs
2025-02-12,530,0,530,503480,36870,530,0,Cuisine,Ventes plats a emporter
2025-02-12,660,0,660,503480,36870,660,0,Salle,Ventes repas midi
2025-02-12,790,0,790,503480,36870,790,0,Salle,Ventes evenements
2025-02-12,0,490,-490,503480,36870,0,490,Cuisine,Achats fournisseurs
2025-02-13,0,190,-190,500240,36770,0,190,Cuisine,Produits menagers
2025-02-13,0,530,-530,500240,36770,0,530,Cuisine,Achats fournisseurs
2025-02-13,690,0,690,500240,36770,690,0,Salle,Ventes repas midi
2025-02-13,530,0,530,500240,36770,530,0,Cuisine,Ventes plats a emporter
2025-02-13,650,0,650,500240,36770,650,0,Salle,Ventes evenements
2025-02-14,1210,0,1210,499000,36820,1210,0,Cuisine,Ventes plats a emporter
2025-02-14,660,0,660,499000,36820,660,0,Salle,Ventes repas midi
2025-02-14,950,0,950,499000,36820,950,0,Salle,Ventes evenements
2025-02-14,0,560,-560,499000,36820,0,560,Cuisine,Achats fournisseurs
2025-02-14,0,2020,-2020,499000,36820,0,2020,Administration,Salaires
2025-02-15,540,0,540,507900,37090,540,0,Salle,Ventes repas midi
2025-02-15,410,0,410,507900,37090,410,0,Salle,Ventes bar
2025-02-15,1300,0,1300,507900,37090,1300,0,Salle,Ventes evenements
2025-02-15,0,60,-60,507900,37090,0,60,Cuisine,Produits menagers
2025-02-16,0,540,-540,505410,37100,0,540,Cuisine,Achats fournisseurs
2025-02-17,0,370,-370,500800,36920,0,370,Salle,Maintenance
2025-02-17,420,0,420,500800,36920,420,0,Salle,Ventes repas soir
2025-02-17,630,0,630,500800,36920,630,0,Salle,Ventes repas midi
2025-02-17,410,0,410,500800,36920,410,0,Cuisine,Ventes plats a emporter
2025-02-18,460,0,460,503410,37110,460,0,Salle,Ventes repas soir
2025-02-18,520,0,520,503410,37110,520,0,Cuisine,Ventes plats a emporter
2025-02-18,960,0,960,503410,37110,960,0,Salle,Ventes bar
2025-02-18,0,290,-290,503410,37110,0,290,Cuisine,Achats fournisseurs
2025-02-19,540,0,540,503360,36940,540,0,Salle,Ventes repas midi
2025-02-19,370,0,370,503360,36940,370,0,Salle,Ventes bar
2025-02-19,610,0,610,503360,36940,610,0,Salle,Ventes evenements
2025-02-19,0,60,-60,503360,36940,0,60,Cuisine,Produits menagers
2025-02-20,0,390,-390,503010,37030,0,390,Administration,Marketing / Pub
2025-02-20,530,0,530,503010,37030,530,0,Cuisine,Ventes plats a emporter
2025-02-20,320,0,320,503010,37030,320,0,Salle,Ventes repas soir
2025-02-20,420,0,420,503010,37030,420,0,Salle,Ventes evenements
2025-02-21,1260,0,1260,513320,36900,1260,0,Salle,Ventes evenements
2025-02-21,0,1930,-1930,513320,36900,0,1930,Administration,Salaires
2025-02-21,1190,0,1190,513320,36900,1190,0,Salle,Ventes bar
2025-02-21,370,0,370,513320,36900,370,0,Salle,Ventes repas soir
2025-02-22,1240,0,1240,508990,36800,1240,0,Salle,Ventes repas midi
2025-02-22,660,0,660,508990,36800,660,0,Salle,Ventes evenements
2025-02-22,1450,0,1450,508990,36800,1450,0,Cuisine,Ventes plats a emporter
2025-02-22,0,260,-260,508990,36800,0,260,Cuisine,Achats fournisseurs
2025-02-22,0,100,-100,508990,36800,0,100,Cuisine,Produits menagers
2025-02-23,0,100,-100,506570,36730,0,100,Cuisine,Petit equipement
2025-02-23,0,250,-250,506570,36730,0,250,Cuisine,Achats fournisseurs
2025-02-24,380,0,380,514830,36930,380,0,Cuisine,Ventes plats a emporter
2025-02-24,280,0,280,514830,36930,280,0,Salle,Ventes bar
2025-02-24,420,0,420,514830,36930,420,0,Salle,Ventes repas midi
2025-02-24,0,550,-550,514830,36930,0,550,Cuisine,Achats fournisseurs
2025-02-25,490,0,490,510690,37130,490,0,Cuisine,Ventes plats a emporter
2025-02-25,290,0,290,510690,37130,290,0,Salle,Ventes repas midi
2025-02-25,310,0,310,510690,37130,310,0,Salle,Ventes evenements
2025-02-26,0,230,-230,511830,37240,0,230,Cuisine,Achats fournisseurs
2025-02-26,700,0,700,511830,37240,700,0,Cuisine,Ventes plats a emporter
2025-02-26,680,0,680,511830,37240,680,0,Salle,Ventes bar
2025-02-26,700,0,700,511830,37240,700,0,Salle,Ventes repas midi
2025-02-27,360,0,360,517250,37110,360,0,Salle,Ventes bar
2025-02-27,340,0,340,517250,37110,340,0,Salle,Ventes evenements
2025-02-27,400,0,400,517250,37110,400,0,Cuisine,Ventes plats a emporter
2025-02-28,640,0,640,517280,37190,640,0,Salle,Ventes repas soir
2025-02-28,510,0,510,517280,37190,510,0,Salle,Ventes bar
2025-02-28,660,0,660,517280,37190,660,0,Salle,Ventes repas midi
2025-02-28,0,230,-230,517280,37190,0,230,Cuisine,Achats fournisseurs
2025-02-28,0,60,-60,517280,37190,0,60,Cuisine,Produits menagers
2025-02-28,0,2410,-2410,517280,37190,0,2410,Administration,Salaires
2025-03-01,0,230,-230,518630,37480,0,230,Administration,Taxes / Impots
2025-03-01,0,220,-220,518630,37480,0,220,Cuisine,Gaz
2025-03-01,0,430,-430,518630,37480,0,430,Administration,Electricite / Eau
2025-03-01,0,2610,-2610,518630,37480,0,2610,Administration,Loyer
2025-03-01,0,580,-580,518630,37480,0,580,Cuisine,Achats fournisseurs
2025-03-01,490,0,490,518630,37480,490,0,Salle,Ventes repas midi
2025-03-01,1370,0,1370,518630,37480,1370,0,Salle,Ventes repas soir
2025-03-01,1250,0,1250,518630,37480,1250,0,Cuisine,Ventes plats a emporter
2025-03-02,0,660,-660,515330,37770,0,660,Cuisine,Achats fournisseurs
2025-03-02,0,130,-130,515330,37770,0,130,Cuisine,Produits menagers
2025-03-03,450,0,450,510790,37990,450,0,Salle,Ventes repas soir
2025-03-03,370,0,370,510790,37990,370,0,Cuisine,Ventes plats a emporter
2025-03-03,1290,0,1290,510790,37990,1290,0,Salle,Ventes bar
2025-03-04,630,0,630,519160,37980,630,0,Salle,Ventes evenements
2025-03-04,350,0,350,519160,37980,350,0,Salle,Ventes repas soir
2025-03-04,1250,0,1250,519160,37980,1250,0,Salle,Ventes bar
2025-03-04,0,110,-110,519160,37980,0,110,Cuisine,Produits menagers
2025-03-05,0,350,-350,514080,38010,0,350,Administration,Marketing / Pub
2025-03-05,0,80,-80,514080,38010,0,80,Cuisine,Produits menagers
2025-03-05,0,430,-430,514080,38010,0,430,Cuisine,Achats fournisseurs
2025-03-05,510,0,510,514080,38010,510,0,Salle,Ventes repas midi
2025-03-05,910,0,910,514080,38010,910,0,Cuisine,Ventes plats a emporter
2025-03-05,790,0,790,514080,38010,790,0,Salle,Ventes evenements
2025-03-06,460,0,460,520850,38260,460,0,Salle,Ventes evenements
2025-03-06,450,0,450,520850,38260,450,0,Cuisine,Ventes plats a emporter
2025-03-06,1370,0,1370,520850,38260,1370,0,Salle,Ventes repas midi
2025-03-06,0,580,-580,520850,38260,0,580,Cuisine,Achats fournisseurs
2025-03-06,0,190,-190,520850,38260,0,190,Cuisine,Produits menagers
2025-03-07,0,2790,-2790,514950,38190,0,2790,Administration,Salaires
2025-03-07,630,0,630,514950,38190,630,0,Cuisine,Ventes plats a emporter
2025-03-07,330,0,330,514950,38190,330,0,Salle,Ventes evenements
2025-03-07,1040,0,1040,514950,38190,1040,0,Salle,Ventes repas soir
2025-03-08,730,0,730,523760,38310,730,0,Salle,Ventes evenements
2025-03-08,1490,0,1490,523760,38310,1490,0,Salle,Ventes repas midi
2025-03-08,1370,0,1370,523760,38310,1370,0,Salle,Ventes bar
2025-03-09,0,420,-420,518770,38390,0,420,Cuisine,Achats fournisseurs
2025-03-10,1020,0,1020,521040,38240,1020,0,Salle,Ventes repas soir
2025-03-10,510,0,510,521040,38240,510,0,Salle,Ventes evenements
2025-03-10,750,0,750,521040,38240,750,0,Salle,Ventes repas midi
2025-03-10,0,480,-480,521040,38240,0,480,Cuisine,Achats fournisseurs
2025-03-11,1290,0,1290,528390,38150,1290,0,Salle,Ventes bar
2025-03-11,540,0,540,528390,38150,540,0,Salle,Ventes repas midi
2025-03-11,880,0,880,528390,38150,880,0,Salle,Ventes evenements
2025-03-11,0,190,-190,528390,38150,0,190,Cuisine,Achats fournisseurs
2025-03-12,0,620,-620,525560,38170,0,620,Cuisine,Achats fournisseurs
2025-03-12,1320,0,1320,525560,38170,1320,0,Salle,Ventes repas midi
2025-03-12,410,0,410,525560,38170,410,0,Salle,Ventes evenements
2025-03-12,930,0,930,525560,38170,930,0,Salle,Ventes bar
2025-03-13,830,0,830,526430,38140,830,0,Salle,Ventes repas soir
2025-03-13,570,0,570,526430,38140,570,0,Salle,Ventes evenements
2025-03-13,810,0,810,526430,38140,810,0,Salle,Ventes bar
2025-03-14,750,0,750,530530,38130,750,0,Cuisine,Ventes plats a emporter
2025-03-14,460,0,460,530530,38130,460,0,Salle,Ventes bar
2025-03-14,490,0,490,530530,38130,490,0,Salle,Ventes repas soir
2025-03-14,0,170,-170,530530,38130,0,170,Cuisine,Achats fournisseurs
2025-03-14,0,3260,-3260,530530,38130,0,3260,Administration,Salaires
2025-03-15,1900,0,1900,531230,38230,1900,0,Salle,Ventes bar
2025-03-15,1020,0,1020,531230,38230,1020,0,Salle,Ventes evenements
2025-03-15,1060,0,1060,531230,38230,1060,0,Salle,Ventes repas soir
2025-03-16,0,420,-420,536060,38090,0,420,Cuisine,Achats fournisseurs
2025-03-17,1060,0,1060,534680,38210,1060,0,Salle,Ventes bar
2025-03-17,0,90,-90,534680,38210,0,90,Cuisine,Produits menagers
2025-03-17,510,0,510,534680,38210,510,0,Salle,Ventes repas midi
2025-03-17,890,0,890,534680,38210,890,0,Salle,Ventes evenements
2025-03-18,740,0,740,532150,38280,740,0,Salle,Ventes repas soir
2025-03-18,0,470,-470,532150,38280,0,470,Cuisine,Achats fournisseurs
2025-03-18,940,0,940,532150,38280,940,0,Salle,Ventes evenements
2025-03-18,210,0,210,532150,38280,210,0,Salle,Ventes repas midi
2025-03-19,640,0,640,533010,38500,640,0,Cuisine,Ventes plats a emporter
2025-03-19,370,0,370,533010,38500,370,0,Salle,Ventes evenements
2025-03-19,580,0,580,533010,38500,580,0,Salle,Ventes repas soir
2025-03-19,0,550,-550,533010,38500,0,550,Cuisine,Achats fournisseurs
2025-03-20,480,0,480,535090,38740,480,0,Cuisine,Ventes plats a emporter
2025-03-20,300,0,300,535090,38740,300,0,Salle,Ventes evenements
2025-03-20,480,0,480,535090,38740,480,0,Salle,Ventes bar
2025-03-20,0,180,-180,535090,38740,0,180,Cuisine,Achats fournisseurs
2025-03-20,0,180,-180,535090,38740,0,180,Administration,Marketing / Pub
2025-03-21,0,2850,-2850,539300,38890,0,2850,Administration,Salaires
2025-03-21,1070,0,1070,539300,38890,1070,0,Cuisine,Ventes plats a emporter
2025-03-21,0,140,-140,539300,38890,0,140,Cuisine,Produits menagers
2025-03-21,780,0,780,539300,38890,780,0,Salle,Ventes evenements
2025-03-21,370,0,370,539300,38890,370,0,Salle,Ventes repas soir
2025-03-22,1380,0,1380,546160,39120,1380,0,Salle,Ventes repas midi
2025-03-22,820,0,820,546160,39120,820,0,Cuisine,Ventes plats a emporter
2025-03-22,1520,0,1520,546160,39120,1520,0,Salle,Ventes repas soir
2025-03-22,0,190,-190,546160,39120,0,190,Cuisine,Achats fournisseurs
2025-03-23,0,310,-310,541310,38930,0,310,Cuisine,Achats fournisseurs
2025-03-23,0,70,-70,541310,38930,0,70,Cuisine,Produits menagers
2025-03-24,760,0,760,546890,39150,760,0,Salle,Ventes evenements
2025-03-24,510,0,510,546890,39150,510,0,Salle,Ventes repas soir
2025-03-24,610,0,610,546890,39150,610,0,Cuisine,Ventes plats a emporter
2025-03-24,0,190,-190,546890,39150,0,190,Cuisine,Achats fournisseurs
2025-03-25,1350,0,1350,543240,39230,1350,0,Salle,Ventes repas soir
2025-03-25,620,0,620,543240,39230,620,0,Cuisine,Ventes plats a emporter
2025-03-25,350,0,350,543240,39230,350,0,Salle,Ventes repas midi
2025-03-26,980,0,980,545990,39240,980,0,Salle,Ventes bar
2025-03-26,0,90,-90,545990,39240,0,90,Cuisine,Produits menagers
2025-03-26,900,0,900,545990,39240,900,0,Cuisine,Ventes plats a emporter
2025-03-26,820,0,820,545990,39240,820,0,Salle,Ventes evenements
2025-03-27,840,0,840,548890,39400,840,0,Salle,Ventes repas soir
2025-03-27,450,0,450,548890,39400,450,0,Salle,Ventes bar
2025-03-27,860,0,860,548890,39400,860,0,Salle,Ventes repas midi
2025-03-27,0,190,-190,548890,39400,0,190,Cuisine,Produits menagers
2025-03-28,650,0,650,544960,39340,650,0,Salle,Ventes bar
2025-03-28,1040,0,1040,544960,39340,1040,0,Salle,Ventes evenements
2025-03-28,0,640,-640,544960,39340,0,640,Cuisine,Achats fournisseurs
2025-03-28,0,180,-180,544960,39340,0,180,Cuisine,Produits menagers
2025-03-28,0,3110,-3110,544960,39340,0,3110,Administration,Salaires
2025-03-28,1250,0,1250,544960,39340,1250,0,Salle,Ventes repas midi
2025-03-29,0,190,-190,550750,39280,0,190,Cuisine,Achats fournisseurs
2025-03-29,1310,0,1310,550750,39280,1310,0,Salle,Ventes bar
2025-03-29,1140,0,1140,550750,39280,1140,0,Cuisine,Ventes plats a emporter
2025-03-29,1500,0,1500,550750,39280,1500,0,Salle,Ventes repas soir
2025-03-30,0,340,-340,548850,39450,0,340,Salle,Maintenance
2025-03-30,0,520,-520,548850,39450,0,520,Cuisine,Achats fournisseurs
2025-03-30,0,80,-80,548850,39450,0,80,Cuisine,Produits menagers
2025-03-31,970,0,970,550020,39480,970,0,Cuisine,Ventes plats a emporter
2025-03-31,570,0,570,550020,39480,570,0,Salle,Ventes bar
2025-03-31,700,0,700,550020,39480,700,0,Salle,Ventes evenements
2025-03-31,0,320,-320,550020,39480,0,320,Cuisine,Achats fournisseurs
2025-04-01,650,0,650,547100,39690,650,0,Salle,Ventes repas midi
2025-04-01,450,0,450,547100,39690,450,0,Salle,Ventes repas soir
2025-04-01,1270,0,1270,547100,39690,1270,0,Salle,Ventes bar
2025-04-01,0,420,-420,547100,39690,0,420,Cuisine,Achats fournisseurs
2025-04-01,0,2200,-2200,547100,39690,0,2200,Administration,Loyer
2025-04-01,0,660,-660,547100,39690,0,660,Administration,Electricite / Eau
2025-04-01,0,430,-430,547100,39690,0,430,Cuisine,Gaz
2025-04-01,0,420,-420,547100,39690,0,420,Administration,Assurances
2025-04-01,0,320,-320,547100,39690,0,320,Administration,Taxes / Impots
2025-04-02,0,110,-110,553770,39700,0,110,Cuisine,Petit equipement
2025-04-02,1030,0,1030,553770,39700,1030,0,Salle,Ventes repas soir
2025-04-02,0,100,-100,553770,39700,0,100,Cuisine,Produits menagers
2025-04-02,1290,0,1290,553770,39700,1290,0,Cuisine,Ventes plats a emporter
2025-04-02,260,0,260,553770,39700,260,0,Salle,Ventes bar
2025-04-03,510,0,510,551060,39630,510,0,Salle,Ventes bar
2025-04-03,320,0,320,551060,39630,320,0,Salle,Ventes repas soir
2025-04-03,620,0,620,551060,39630,620,0,Cuisine,Ventes plats a emporter
2025-04-04,850,0,850,549730,39740,850,0,Salle,Ventes evenements
2025-04-04,250,0,250,549730,39740,250,0,Salle,Ventes repas soir
2025-04-04,640,0,640,549730,39740,640,0,Cuisine,Ventes plats a emporter
2025-04-04,0,3040,-3040,549730,39740,0,3040,Administration,Salaires
2025-04-05,1050,0,1050,557880,39560,1050,0,Cuisine,Ventes plats a emporter
2025-04-05,280,0,280,557880,39560,280,0,Salle,Ventes repas midi
2025-04-05,920,0,920,557880,39560,920,0,Salle,Ventes evenements
2025-04-05,0,320,-320,557880,39560,0,320,Administration,Marketing / Pub
2025-04-07,570,0,570,559360,39560,570,0,Salle,Ventes bar
2025-04-07,380,0,380,559360,39560,380,0,Salle,Ventes repas soir
2025-04-07,430,0,430,559360,39560,430,0,Salle,Ventes repas midi
2025-04-08,0,310,-310,559250,39390,0,310,Cuisine,Achats fournisseurs
2025-04-08,1050,0,1050,559250,39390,1050,0,Salle,Ventes repas midi
2025-04-08,970,0,970,559250,39390,970,0,Salle,Ventes repas soir
2025-04-08,680,0,680,559250,39390,680,0,Cuisine,Ventes plats a emporter
2025-04-09,730,0,730,562970,39280,730,0,Salle,Ventes repas midi
2025-04-09,270,0,270,562970,39280,270,0,Salle,Ventes bar
2025-04-09,900,0,900,562970,39280,900,0,Salle,Ventes evenements
2025-04-10,820,0,820,565940,39450,820,0,Salle,Ventes repas soir
2025-04-10,900,0,900,565940,39450,900,0,Salle,Ventes bar
2025-04-10,1190,0,1190,565940,39450,1190,0,Cuisine,Ventes plats a emporter
2025-04-10,0,540,-540,565940,39450,0,540,Cuisine,Achats fournisseurs
2025-04-11,1140,0,1140,562730,39410,1140,0,Salle,Ventes repas midi
2025-04-11,600,0,600,562730,39410,600,0,Cuisine,Ventes plats a emporter
2025-04-11,640,0,640,562730,39410,640,0,Salle,Ventes repas soir
2025-04-11,0,640,-640,562730,39410,0,640,Cuisine,Achats fournisseurs
2025-04-11,0,2740,-2740,562730,39410,0,2740,Administration,Salaires
2025-04-12,0,60,-60,565690,39360,0,60,Cuisine,Produits menagers
2025-04-12,1330,0,1330,565690,39360,1330,0,Salle,Ventes repas midi
2025-04-12,650,0,650,565690,39360,650,0,Salle,Ventes evenements
2025-04-12,1040,0,1040,565690,39360,1040,0,Cuisine,Ventes plats a emporter
2025-04-13,0,640,-640,567740,39450,0,640,Cuisine,Achats fournisseurs
2025-04-14,420,0,420,569470,39620,420,0,Salle,Ventes repas midi
2025-04-14,360,0,360,569470,39620,360,0,Salle,Ventes bar
2025-04-14,1090,0,1090,569470,39620,1090,0,Salle,Ventes repas soir
2025-04-14,0,370,-370,569470,39620,0,370,Cuisine,Achats fournisseurs
2025-04-15,360,0,360,567880,39640,360,0,Cuisine,Ventes plats a emporter
2025-04-15,610,0,610,567880,39640,610,0,Salle,Ventes bar
2025-04-15,630,0,630,567880,39640,630,0,Salle,Ventes repas midi
2025-04-16,950,0,950,570930,39670,950,0,Salle,Ventes repas midi
2025-04-16,490,0,490,570930,39670,490,0,Cuisine,Ventes plats a emporter
2025-04-16,520,0,520,570930,39670,520,0,Salle,Ventes repas soir
2025-04-16,0,440,-440,570930,39670,0,440,Cuisine,Achats fournisseurs
2025-04-17,0,520,-520,572300,39960,0,520,Cuisine,Achats fournisseurs
2025-04-17,960,0,960,572300,39960,960,0,Salle,Ventes repas midi
2025-04-17,370,0,370,572300,39960,370,0,Salle,Ventes evenements
2025-04-17,530,0,530,572300,39960,530,0,Cuisine,Ventes plats a emporter
2025-04-18,960,0,960,567600,40100,960,0,Salle,Ventes evenements
2025-04-18,730,0,730,567600,40100,730,0,Salle,Ventes repas midi
2025-04-18,950,0,950,567600,40100,950,0,Cuisine,Ventes plats a emporter
2025-04-18,0,170,-170,567600,40100,0,170,Cuisine,Produits menagers
2025-04-18,0,2660,-2660,567600,40100,0,2660,Administration,Salaires
2025-04-19,960,0,960,572320,39940,960,0,Salle,Ventes evenements
2025-04-19,600,0,600,572320,39940,600,0,Cuisine,Ventes plats a emporter
2025-04-19,1330,0,1330,572320,39940,1330,0,Salle,Ventes repas midi
2025-04-19,0,430,-430,572320,39940,0,430,Cuisine,Achats fournisseurs
2025-04-19,0,110,-110,572320,39940,0,110,Cuisine,Produits menagers
2025-04-20,0,350,-350,571940,39790,0,350,Administration,Marketing / Pub
2025-04-21,0,230,-230,572370,40050,0,230,Cuisine,Petit equipement
2025-04-21,0,480,-480,572370,40050,0,480,Cuisine,Achats fournisseurs
2025-04-21,650,0,650,572370,40050,650,0,Salle,Ventes repas soir
2025-04-21,570,0,570,572370,40050,570,0,Salle,Ventes bar
2025-04-21,950,0,950,572370,40050,950,0,Salle,Ventes evenements
2025-04-22,350,0,350,577660,40010,350,0,Salle,Ventes repas midi
2025-04-22,270,0,270,577660,40010,270,0,Cuisine,Ventes plats a emporter
2025-04-22,660,0,660,577660,40010,660,0,Salle,Ventes bar
2025-04-22,0,170,-170,577660,40010,0,170,Cuisine,Achats fournisseurs
2025-04-23,670,0,670,579400,39880,670,0,Salle,Ventes bar
2025-04-23,800,0,800,579400,39880,800,0,Salle,Ventes evenements
2025-04-23,920,0,920,579400,39880,920,0,Salle,Ventes repas soir
2025-04-23,0,340,-340,579400,39880,0,340,Cuisine,Achats fournisseurs
2025-04-24,390,0,390,577180,40030,390,0,Cuisine,Ventes plats a emporter
2025-04-24,360,0,360,577180,40030,360,0,Salle,Ventes repas soir
2025-04-24,1120,0,1120,577180,40030,1120,0,Salle,Ventes evenements
2025-04-24,0,190,-190,577180,40030,0,190,Cuisine,Produits menagers
2025-04-25,0,1990,-1990,577120,40100,0,1990,Administration,Salaires
2025-04-25,0,370,-370,577120,40100,0,370,Cuisine,Achats fournisseurs
2025-04-25,390,0,390,577120,40100,390,0,Salle,Ventes evenements
2025-04-25,1040,0,1040,577120,40100,1040,0,Salle,Ventes bar
2025-04-25,1120,0,1120,577120,40100,1120,0,Cuisine,Ventes plats a emporter
2025-04-26,800,0,800,578130,40080,800,0,Salle,Ventes repas midi
2025-04-26,460,0,460,578130,40080,460,0,Cuisine,Ventes plats a emporter
2025-04-26,1300,0,1300,578130,40080,1300,0,Salle,Ventes bar
2025-04-26,0,590,-590,578130,40080,0,590,Cuisine,Achats fournisseurs
2025-04-27,0,300,-300,586110,40150,0,300,Cuisine,Achats fournisseurs
2025-04-28,0,100,-100,586350,40290,0,100,Cuisine,Produits menagers
2025-04-28,1080,0,1080,586350,40290,1080,0,Salle,Ventes evenements
2025-04-28,670,0,670,586350,40290,670,0,Salle,Ventes bar
2025-04-28,830,0,830,586350,40290,830,0,Cuisine,Ventes plats a emporter
2025-04-28,0,630,-630,586350,40290,0,630,Cuisine,Achats fournisseurs
2025-04-29,0,640,-640,586020,40470,0,640,Cuisine,Achats fournisseurs
2025-04-29,1090,0,1090,586020,40470,1090,0,Cuisine,Ventes plats a emporter
2025-04-29,800,0,800,586020,40470,800,0,Salle,Ventes bar
2025-04-29,690,0,690,586020,40470,690,0,Salle,Ventes repas soir
2025-04-30,460,0,460,583010,40690,460,0,Salle,Ventes repas soir
2025-04-30,590,0,590,583010,40690,590,0,Salle,Ventes repas midi
2025-04-30,610,0,610,583010,40690,610,0,Cuisine,Ventes plats a emporter
2025-04-30,0,500,-500,583010,40690,0,500,Cuisine,Achats fournisseurs
2025-05-01,880,0,880,585110,40840,880,0,Cuisine,Ventes plats a emporter
2025-05-01,470,0,470,585110,40840,470,0,Salle,Ventes repas soir
2025-05-01,950,0,950,585110,40840,950,0,Salle,Ventes evenements
2025-05-01,0,2740,-2740,585110,40840,0,2740,Administration,Loyer
2025-05-01,0,690,-690,585110,40840,0,690,Administration,Electricite / Eau
2025-05-01,0,490,-490,585110,40840,0,490,Cuisine,Gaz
