Transaction_ID,Transaction_Date,Year,Month,City,Country,Postal_Code,Neighborhood,Property_Type,Property_Status,Condition,Year_Built,Area_Sqm,Rooms,Bedrooms,Bathrooms,Price_EUR,Monthly_Rent_EUR,Annual_Rental_Yield_Pct,Price_Per_Sqm_EUR,GDP_Growth_Pct,Inflation_Rate_Pct,Interest_Rate_Pct,Unemployment_Rate_Pct,Consumer_Confidence,Construction_Permits,New_Constructions,Demand_Score,Supply_Score,Market_Balance,Is_Hotspot,Internet_Type,Has_Parking,Has_Elevator,Public_Transport,Schools_Nearby,Shops_Nearby
RE000547,2021-08-12,2021,8,Hong Kong,China,85423,Sud,Maison,A louer,Bon etat,1923,439,3,2,1,3407000,17550,6.2,7760.82,2.1,5.0,3.5,5.6,77,4211,2874,60,87,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000548,2020-09-09,2020,9,Nice,France,74739,Ouest,Appartement,Vendu,Neuf,1901,130,1,1,1,947000,0,0.0,7284.62,0.5,5.6,4.4,3.6,66,5327,3742,75,81,Offre > Demande,Non,ADSL,Non,Non,Moyen (5-15 min),Non,Oui
RE000549,2022-07-23,2022,7,Melbourne,Australia,32354,Centre,Penthouse,Loue,A renover,1941,254,6,5,4,1823000,8100,5.3,7177.17,-0.9,6.0,2.9,11.5,58,5289,3174,49,71,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000550,2022-01-23,2022,1,Houston,USA,22431,Centre,Duplex,A vendre,Tres bon etat,1943,321,4,3,2,1961000,0,0.0,6109.03,3.8,6.9,2.4,4.7,88,8277,3595,85,40,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000551,2023-08-17,2023,8,Dubai,UAE,89667,Est,Villa,Loue,Tres bon etat,2002,200,7,6,4,1930000,12500,7.8,9650.0,2.4,3.0,2.6,8.6,89,2096,4957,46,87,Offre > Demande,Non,ADSL,Non,Non,Loin (plus 15 min),Non,Oui
RE000552,2024-02-22,2024,2,Sydney,Australia,72065,Peripherie,Appartement,Vendu,Tres bon etat,1931,134,3,2,2,842000,0,0.0,6283.58,4.3,5.3,5.5,7.3,67,9193,2841,72,44,Demande > Offre,Non,Fibre 500Mbps,Non,Oui,Loin (plus 15 min),Oui,Oui
RE000553,2025-06-24,2025,6,Sydney,Australia,71571,Centre,Penthouse,En construction,Tres bon etat,1996,280,3,2,2,2765000,0,0.0,9875.0,1.2,7.3,5.7,9.6,54,7464,3241,54,55,Offre > Demande,Non,Fibre 500Mbps,Non,Oui,Moyen (5-15 min),Oui,Oui
RE000554,2020-01-13,2020,1,London,UK,56683,Quartier d'affaires,Local Commercial,Loue,Bon etat,2022,199,5,0,1,1723000,8650,6.0,8658.29,1.8,6.7,4.2,11.6,88,2072,2471,37,44,Offre > Demande,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Oui
RE000555,2023-05-06,2023,5,San Antonio,USA,36770,Nord,Loft,Loue,Bon etat,1910,251,1,1,1,1417000,9400,8.0,5645.42,1.1,3.4,1.8,7.0,70,1865,2290,88,55,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000556,2023-08-15,2023,8,Lyon,France,26241,Centre,Penthouse,Loue,Bon etat,1918,291,6,5,3,2948000,15100,6.1,10130.58,2.5,3.5,2.6,10.5,52,4735,2704,35,85,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000557,2021-09-12,2021,9,Strasbourg,France,78521,Nord,Studio,Vendu,Bon etat,2024,43,1,1,1,68000,0,0.0,1581.4,-1.5,3.5,1.3,6.7,100,6587,1319,41,46,Offre > Demande,Non,Sans fil,Oui,Oui,Moyen (5-15 min),Oui,Oui
RE000558,2020-08-19,2020,8,Tokyo,Japan,13175,Centre,Studio,A louer,Tres bon etat,1905,142,1,1,1,838000,5450,7.8,5901.41,-1.0,2.9,2.9,8.7,75,415,4229,67,83,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Proche (moins 5 min),Oui,Oui
RE000559,2022-05-05,2022,5,Phoenix,USA,86380,Quartier d'affaires,Appartement,Loue,Tres bon etat,1965,109,1,1,1,374000,1750,5.6,3431.19,4.4,6.1,2.4,8.0,82,6463,1359,55,52,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Oui
RE000560,2023-03-14,2023,3,Edinburgh,UK,13777,Quartier d'affaires,Entrepot,A louer,A renover,1998,1534,9,0,1,2328000,6200,3.2,1517.6,3.6,6.1,5.4,4.8,86,4992,1805,68,66,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000561,2022-06-07,2022,6,Sharjah,UAE,13121,Est,Appartement,Loue,A renover,1926,75,2,1,1,201000,900,5.4,2680.0,0.7,6.2,5.6,7.3,88,4775,2085,39,33,Demande > Offre,Non,Fibre 1Gbps,Oui,Oui,Proche (moins 5 min),Non,Oui
RE000562,2023-05-27,2023,5,Edinburgh,UK,59993,Nord,Maison,Loue,Tres bon etat,1982,107,5,4,2,504000,2050,4.9,4710.28,-0.0,5.4,2.5,3.3,57,5048,1211,63,78,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000563,2021-12-16,2021,12,Paris,France,24756,Peripherie,Studio,En construction,Neuf,1934,136,1,1,1,895000,0,0.0,6580.88,-0.9,1.0,4.4,3.3,81,7185,3865,82,42,Demande > Offre,Oui,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Non,Non
RE000564,2022-04-10,2022,4,San Diego,USA,13199,Est,Studio,A vendre,Neuf,2003,80,1,1,1,250000,0,0.0,3125.0,1.0,7.6,3.4,5.1,97,874,2397,76,31,Demande > Offre,Non,ADSL,Non,Non,Loin (plus 15 min),Oui,Non
RE000565,2024-02-29,2024,2,Tokyo,Japan,80879,Nord,Penthouse,Loue,Ancien,1922,338,5,4,4,3402000,22450,7.9,10065.09,3.4,1.6,4.4,11.0,93,8984,3390,76,75,Demande > Offre,Oui,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Non,Non
RE000566,2025-01-20,2025,1,Hong Kong,China,99173,Nord,Appartement,En construction,Bon etat,1976,107,5,4,2,634000,0,0.0,5925.23,4.0,4.8,5.9,10.1,94,6593,719,83,34,Demande > Offre,Oui,Fibre 1Gbps,Oui,Oui,Moyen (5-15 min),Oui,Oui
RE000567,2023-10-03,2023,10,Abu Dhabi,UAE,25325,Ouest,Penthouse,A louer,A renover,1984,290,6,5,5,1900000,10700,6.8,6551.72,2.8,7.9,2.1,8.8,59,3185,54,94,33,Demande > Offre,Oui,Sans fil,Oui,Oui,Loin (plus 15 min),Non,Oui
RE000568,2024-07-21,2024,7,Austin,USA,37426,Peripherie,Studio,A vendre,Bon etat,1903,26,1,1,1,76000,0,0.0,2923.08,2.8,1.0,3.3,4.1,72,6702,136,68,63,Demande > Offre,Non,Sans fil,Non,Oui,Moyen (5-15 min),Non,Non
RE000569,2020-06-20,2020,6,Abu Dhabi,UAE,14131,Quartier d'affaires,Penthouse,Loue,A renover,1989,239,3,2,2,1612000,9200,6.8,6744.77,1.0,4.9,5.4,11.5,93,8133,273,78,24,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000570,2022-10-02,2022,10,Strasbourg,France,69596,Quartier residentiel,Penthouse,En construction,Bon etat,1941,211,6,5,1,1759000,0,0.0,8336.49,-0.5,3.6,1.1,4.2,93,562,4197,86,28,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000571,2022-11-03,2022,11,Melbourne,Australia,25423,Quartier d'affaires,Villa,En construction,Bon etat,1905,311,5,4,2,2559000,0,0.0,8228.3,-0.9,6.8,2.0,7.4,50,6445,1496,78,25,Demande > Offre,Oui,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE000572,2022-07-25,2022,7,Edinburgh,UK,25216,Peripherie,Villa,En construction,Ancien,2025,151,4,3,3,498000,0,0.0,3298.01,3.6,3.7,4.5,11.1,73,9004,921,83,80,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Oui
RE000573,2020-09-23,2020,9,Nantes,France,44442,Ouest,Bureau,A louer,Tres bon etat,2017,460,9,0,1,1380000,4400,3.8,3000.0,2.0,5.5,3.2,12.0,73,9231,2204,91,28,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Oui,Oui
RE000574,2022-04-09,2022,4,Lille,France,49366,Nord,Duplex,A vendre,Neuf,1965,85,5,4,1,563000,0,0.0,6623.53,1.7,2.8,5.1,5.9,65,7970,1799,54,80,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Oui
RE000575,2024-05-07,2024,5,Tokyo,Japan,93020,Peripherie,Villa,Loue,Neuf,1918,421,4,3,3,6151000,40700,7.9,14610.45,2.0,2.4,4.8,10.6,73,3792,2200,82,27,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Non,Oui
RE000576,2022-02-27,2022,2,Leeds,UK,61219,Quartier d'affaires,Entrepot,Loue,Tres bon etat,1995,1912,4,0,1,5757000,33350,7.0,3010.98,4.2,5.3,4.8,4.4,88,8640,2406,93,29,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000577,2021-08-19,2021,8,Marseille,France,58433,Est,Duplex,En construction,Ancien,1938,223,6,5,3,932000,0,0.0,4179.37,4.6,4.3,2.9,10.8,94,9759,4639,47,80,Offre > Demande,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE000578,2025-12-22,2025,12,Singapore,Singapore,90788,Peripherie,Loft,En construction,Bon etat,2011,1488,5,4,3,9010000,0,0.0,6055.11,4.3,7.3,3.8,6.1,69,3243,2794,82,55,Demande > Offre,Oui,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE000579,2023-04-23,2023,4,Chicago,USA,99912,Ouest,Local Commercial,En construction,A renover,1926,616,6,0,1,3045000,0,0.0,4943.18,3.1,2.7,2.2,8.4,90,5627,1549,93,67,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Moyen (5-15 min),Non,Non
RE000580,2026-01-10,2026,1,Manchester,UK,29181,Est,Entrepot,En construction,A renover,1915,347,5,0,1,817000,0,0.0,2354.47,-0.7,7.5,5.6,7.1,85,9661,2319,95,73,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Proche (moins 5 min),Non,Non
RE000581,2021-03-18,2021,3,Dubai,UAE,67301,Quartier residentiel,Penthouse,A vendre,Bon etat,1915,180,4,3,1,2085000,0,0.0,11583.33,-1.2,4.5,1.6,3.9,97,7034,1728,35,27,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Loin (plus 15 min),Non,Non
RE000582,2024-10-26,2024,10,Philadelphia,USA,40210,Sud,Entrepot,En construction,Bon etat,1996,1436,10,0,1,3316000,0,0.0,2309.19,-1.8,4.9,4.8,4.5,74,3428,4487,32,40,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000583,2022-10-05,2022,10,Bristol,UK,38963,Sud,Bureau,A louer,Tres bon etat,2014,674,3,0,1,2162000,5450,3.0,3207.72,2.7,3.8,5.3,10.6,78,3596,1952,42,30,Demande > Offre,Non,Sans fil,Non,Non,Moyen (5-15 min),Oui,Non
RE000584,2024-04-06,2024,4,Lyon,France,80944,Est,Studio,Vendu,Ancien,2001,145,1,1,1,284000,0,0.0,1958.62,2.3,6.8,4.0,6.4,95,1367,4973,78,41,Demande > Offre,Non,Sans fil,Oui,Oui,Moyen (5-15 min),Non,Non
RE000585,2023-01-27,2023,1,Philadelphia,USA,48099,Sud,Duplex,A louer,Ancien,1987,387,6,5,1,1477000,4100,3.3,3816.54,3.0,0.7,3.9,6.2,51,8143,3624,87,74,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Oui
RE000586,2023-01-07,2023,1,Leeds,UK,44060,Quartier d'affaires,Villa,En construction,Ancien,1982,166,4,3,3,782000,0,0.0,4710.84,-1.7,3.4,1.2,5.1,95,2701,806,36,52,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Non
RE000587,2021-08-03,2021,8,Sheffield,UK,46505,Nord,Studio,A vendre,Ancien,1921,124,1,1,1,266000,0,0.0,2145.16,-1.6,5.4,4.9,11.6,97,2982,2411,90,74,Demande > Offre,Non,Fibre 500Mbps,Oui,Oui,Proche (moins 5 min),Oui,Oui
RE000588,2021-02-19,2021,2,San Diego,USA,33426,Peripherie,Bureau,A louer,Tres bon etat,1992,616,6,0,1,2359000,7750,3.9,3829.55,3.5,2.9,1.9,5.5,51,8306,4182,37,70,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Oui
RE000589,2021-06-25,2021,6,Philadelphia,USA,89818,Ouest,Entrepot,Loue,Tres bon etat,1959,1803,5,0,1,5475000,16200,3.6,3036.61,-0.3,5.3,4.8,3.6,74,2326,54,66,78,Offre > Demande,Non,Sans fil,Non,Non,Loin (plus 15 min),Non,Non
RE000590,2025-10-29,2025,10,Birmingham,UK,89366,Quartier residentiel,Loft,A louer,A renover,1964,1272,7,6,2,3361000,11300,4.0,2642.3,2.2,3.3,2.5,8.4,76,6368,3129,68,67,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Oui,Oui
RE000591,2022-06-01,2022,6,Sheffield,UK,93683,Nord,Bureau,Loue,Bon etat,1983,654,3,0,1,1981000,5100,3.1,3029.05,-0.4,3.8,3.4,7.2,79,6187,1726,89,36,Demande > Offre,Oui,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000592,2023-04-25,2023,4,Leeds,UK,16962,Ouest,Bureau,Vendu,Ancien,1909,445,7,0,1,1548000,0,0.0,3478.65,1.3,7.5,5.3,7.3,72,5530,1634,69,84,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000593,2020-09-02,2020,9,Lyon,France,76782,Sud,Local Commercial,Vendu,A renover,1957,430,1,0,1,2064000,0,0.0,4800.0,2.4,2.6,1.3,7.7,57,7282,4043,85,85,Equilibre,Oui,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000594,2024-12-06,2024,12,San Diego,USA,28868,Nord,Studio,A louer,A renover,1935,43,1,1,1,68000,250,4.4,1581.4,4.7,2.0,3.8,6.8,59,7094,4531,62,46,Demande > Offre,Non,Fibre 1Gbps,Oui,Oui,Proche (moins 5 min),Non,Non
RE000595,2020-09-27,2020,9,Phoenix,USA,71381,Nord,Bureau,Vendu,A renover,1985,166,2,0,1,391000,0,0.0,2355.42,4.0,7.7,2.3,8.0,97,5516,2724,49,86,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Oui,Non
RE000596,2025-06-02,2025,6,San Diego,USA,53011,Est,Bureau,Vendu,Ancien,1906,791,7,0,1,3167000,0,0.0,4003.79,3.8,4.7,5.2,5.0,65,7707,1305,42,89,Offre > Demande,Non,ADSL,Non,Non,Loin (plus 15 min),Non,Non
RE000597,2026-05-09,2026,5,Manchester,UK,49201,Peripherie,Studio,Vendu,Neuf,2021,61,1,1,1,160000,0,0.0,2622.95,0.8,3.7,3.1,11.8,71,6168,1018,69,50,Demande > Offre,Non,Sans fil,Non,Non,Loin (plus 15 min),Oui,Non
RE000598,2024-10-27,2024,10,Philadelphia,USA,47547,Sud,Entrepot,En construction,Tres bon etat,1943,1847,3,0,1,6244000,0,0.0,3380.62,-1.4,1.1,5.0,3.1,84,7121,4085,41,39,Demande > Offre,Non,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000599,2021-06-30,2021,6,Dallas,USA,58072,Ouest,Entrepot,Vendu,Bon etat,1921,379,1,0,1,961000,0,0.0,2535.62,-1.4,0.8,1.0,11.3,100,2884,3251,92,33,Demande > Offre,Oui,ADSL,Non,Non,Loin (plus 15 min),Oui,Non
RE000600,2021-07-21,2021,7,Nice,France,70599,Est,Villa,En construction,A renover,1912,409,8,7,5,2412000,0,0.0,5897.31,0.8,3.0,1.8,7.3,78,5977,4218,69,57,Demande > Offre,Non,Sans fil,Non,Non,Proche (moins 5 min),Non,Non
RE000601,2022-05-12,2022,5,Philadelphia,USA,70461,Nord,Villa,A louer,Neuf,1975,98,3,2,1,684000,3000,5.3,6979.59,-1.0,1.1,4.9,9.2,87,4019,3995,85,72,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Non
RE000602,2020-05-18,2020,5,Leeds,UK,30516,Quartier residentiel,Studio,Vendu,Neuf,1906,108,1,1,1,421000,0,0.0,3898.15,1.2,7.7,4.9,10.8,78,2277,2728,84,60,Demande > Offre,Oui,Fibre 500Mbps,Oui,Oui,Moyen (5-15 min),Non,Oui
RE000603,2025-06-17,2025,6,Manchester,UK,29420,Centre,Villa,A louer,Bon etat,1963,202,7,6,5,1147000,4850,5.1,5678.22,3.4,5.2,4.6,10.2,73,5624,72,43,81,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000604,2025-12-14,2025,12,Liverpool,UK,79302,Sud,Duplex,En construction,A renover,1905,474,8,7,5,1944000,0,0.0,4101.27,3.3,0.8,2.7,6.7,90,1128,3937,83,79,Demande > Offre,Oui,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Oui,Non
RE000605,2022-12-20,2022,12,Austin,USA,95466,Centre,Studio,En construction,Neuf,1933,85,1,1,1,317000,0,0.0,3729.41,3.8,2.3,1.0,3.4,54,4583,4434,83,22,Demande > Offre,Oui,ADSL,Oui,Non,Loin (plus 15 min),Oui,Non
RE000606,2021-04-19,2021,4,Philadelphia,USA,60990,Ouest,Villa,A vendre,A renover,1901,359,8,7,2,1743000,0,0.0,4855.15,1.4,1.2,5.7,9.6,60,4889,2156,83,40,Demande > Offre,Oui,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000607,2021-02-03,2021,2,Dallas,USA,50565,Peripherie,Maison,A vendre,Tres bon etat,2022,159,3,2,1,569000,0,0.0,3578.62,4.6,7.7,1.6,7.1,57,8299,4429,89,85,Demande > Offre,Oui,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000608,2023-12-30,2023,12,Nantes,France,56299,Nord,Duplex,A vendre,Bon etat,2020,492,4,3,3,2049000,0,0.0,4164.63,4.8,6.2,6.0,4.5,71,2727,4326,54,81,Offre > Demande,Non,ADSL,Oui,Non,Moyen (5-15 min),Non,Non
RE000609,2021-02-28,2021,2,Sharjah,UAE,62751,Sud,Villa,A vendre,Ancien,1961,177,7,6,5,1025000,0,0.0,5790.96,3.8,7.5,4.9,8.0,79,6445,2689,77,45,Demande > Offre,Oui,Fibre 1Gbps,Oui,Non,Moyen (5-15 min),Oui,Oui
RE000610,2026-05-27,2026,5,Birmingham,UK,12244,Ouest,Penthouse,A vendre,A renover,2010,256,3,2,2,744000,0,0.0,2906.25,1.6,6.2,4.0,7.3,85,9137,2841,45,24,Demande > Offre,Non,ADSL,Oui,Non,Loin (plus 15 min),Non,Non
RE000611,2020-06-08,2020,6,Strasbourg,France,17197,Est,Villa,Vendu,Bon etat,1919,436,5,4,4,3328000,0,0.0,7633.03,4.8,3.2,3.5,9.6,76,472,264,66,61,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Proche (moins 5 min),Oui,Non
RE000612,2021-04-09,2021,4,Strasbourg,France,44629,Ouest,Penthouse,En construction,Tres bon etat,1973,377,3,2,1,3369000,0,0.0,8936.34,-0.1,6.8,3.8,7.9,55,9093,4779,68,90,Offre > Demande,Non,ADSL,Oui,Non,Proche (moins 5 min),Non,Non
RE000613,2021-01-15,2021,1,Manchester,UK,45264,Centre,Villa,A vendre,A renover,1913,115,3,2,1,506000,0,0.0,4400.0,1.8,2.5,4.0,8.1,100,4156,721,72,41,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000614,2022-06-13,2022,6,Bordeaux,France,32199,Sud,Duplex,En construction,Bon etat,2012,82,8,7,5,378000,0,0.0,4609.76,-0.7,4.6,1.3,4.9,92,6464,1626,67,64,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Non
RE000615,2023-01-08,2023,1,Philadelphia,USA,90790,Peripherie,Duplex,A vendre,Neuf,1963,210,8,7,5,1352000,0,0.0,6438.1,-0.2,1.5,1.9,8.8,57,4176,1135,35,49,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Non
RE000616,2021-06-28,2021,6,Houston,USA,46247,Peripherie,Entrepot,A vendre,Neuf,1991,205,4,0,1,690000,0,0.0,3365.85,1.1,1.6,4.2,4.1,73,5426,3417,78,86,Offre > Demande,Oui,ADSL,Non,Non,Loin (plus 15 min),Oui,Oui
RE000617,2022-04-26,2022,4,Glasgow,UK,56291,Sud,Studio,Loue,Bon etat,2021,145,1,1,1,231000,600,3.1,1593.1,1.2,1.0,5.4,3.5,79,8689,2418,56,72,Offre > Demande,Non,Fibre 1Gbps,Non,Oui,Moyen (5-15 min),Non,Oui
RE000618,2024-10-11,2024,10,Paris,France,72027,Peripherie,Entrepot,Loue,Tres bon etat,1938,1130,6,0,1,6719000,41000,7.3,5946.02,3.9,7.7,2.3,7.3,78,2287,190,60,82,Offre > Demande,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000619,2023-01-01,2023,1,Leeds,UK,78423,Est,Maison,Loue,Bon etat,2002,219,8,7,5,630000,3050,5.8,2876.71,4.2,2.3,2.4,10.3,98,9208,4755,53,83,Offre > Demande,Non,Fibre 1Gbps,Oui,Non,Proche (moins 5 min),Non,Non
RE000620,2026-05-15,2026,5,Manchester,UK,10191,Quartier d'affaires,Studio,Loue,Bon etat,1993,67,1,1,1,117000,700,7.2,1746.27,2.1,5.2,4.3,11.6,86,9340,2973,42,68,Offre > Demande,Non,Sans fil,Oui,Oui,Moyen (5-15 min),Oui,Non
RE000621,2024-01-01,2024,1,Dubai,UAE,41610,Ouest,Bureau,A vendre,Ancien,2022,283,7,0,1,1120000,0,0.0,3957.6,4.3,2.2,5.3,4.8,76,8865,644,43,90,Offre > Demande,Non,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000622,2024-02-28,2024,2,Strasbourg,France,14799,Est,Appartement,Loue,Ancien,1982,124,1,1,1,345000,1000,3.5,2782.26,4.5,5.1,1.5,5.3,88,8896,2025,35,80,Offre > Demande,Non,ADSL,Oui,Oui,Moyen (5-15 min),Oui,Non
RE000623,2023-09-16,2023,9,Strasbourg,France,21627,Sud,Entrepot,Vendu,Bon etat,1954,768,1,0,1,2360000,0,0.0,3072.92,-0.8,6.0,5.9,8.1,92,4609,1627,52,40,Demande > Offre,Non,Fibre 500Mbps,Oui,Non,Loin (plus 15 min),Oui,Oui
RE000624,2022-05-06,2022,5,Chicago,USA,27383,Est,Bureau,A louer,Ancien,1928,112,8,0,1,395000,2200,6.7,3526.79,3.1,3.2,4.8,9.8,93,7174,1310,38,40,Offre > Demande,Non,Sans fil,Non,Non,Proche (moins 5 min),Oui,Non
RE000625,2020-05-23,2020,5,Hong Kong,China,32950,Quartier residentiel,Maison,Loue,Tres bon etat,1909,123,4,3,1,1177000,4050,4.1,9569.11,3.7,2.5,3.6,8.0,93,8797,4897,72,77,Offre > Demande,Non,Fibre 500Mbps,Oui,Non,Moyen (5-15 min),Non,Oui
RE000626,2024-12-28,2024,12,San Diego,USA,51383,Est,Entrepot,Vendu,A renover,1925,638,1,0,1,1359000,0,0.0,2130.09,4.5,7.1,1.6,9.3,53,3864,4420,44,81,Offre > Demande,Non,Sans fil,Oui,Non,Proche (moins 5 min),Oui,Oui
RE000627,2021-06-01,2021,6,Philadelphia,USA,16652,Peripherie,Studio,A vendre,Ancien,1967,41,1,1,1,75000,0,0.0,1829.27,-1.0,1.8,3.1,10.7,63,2389,1856,41,86,Offre > Demande,Non,Fibre 500Mbps,Non,Oui,Moyen (5-15 min),Oui,Non
RE000628,2025-03-02,2025,3,New York,USA,99304,Est,Penthouse,A vendre,Neuf,1999,157,3,2,1,2988000,0,0.0,19031.85,-1.4,1.7,4.7,8.7,55,1453,1609,91,32,Demande > Offre,Oui,Sans fil,Non,Oui,Loin (plus 15 min),Oui,Oui
RE000629,2023-12-18,2023,12,London,UK,59682,Peripherie,Local Commercial,Vendu,Bon etat,1996,711,5,0,1,5439000,0,0.0,7649.79,-1.0,5.5,3.7,5.6,83,1355,1283,52,56,Offre > Demande,Non,Fibre 1Gbps,Non,Non,Moyen (5-15 min),Non,Oui
RE000630,2025-09-08,2025,9,Sheffield,UK,71251,Centre,Appartement,Loue,Tres bon etat,2013,32,1,1,1,94000,350,4.5,2937.5,0.5,4.4,3.7,6.6,86,2114,1981,82,39,Demande > Offre,Non,ADSL,Oui,Non,Moyen (5-15 min),Oui,Non
RE000631,2023-06-24,2023,6,New York,USA,85605,Quartier residentiel,Appartement,A louer,Tres bon etat,1952,30,4,3,1,230000,1400,7.3,7666.67,1.9,5.1,4.9,3.2,89,8715,1563,46,28,Demande > Offre,Non,Fibre 1Gbps,Non,Oui,Proche (moins 5 min),Non,Non
RE000632,2025-12-05,2025,12,Montpellier,France,82848,Centre,Loft,Loue,A renover,1970,1481,5,4,2,4879000,17250,4.2,3294.4,-0.6,5.9,1.9,8.8,75,4487,2034,49,28,Demande > Offre,Non,Fibre 500Mbps,Non,Non,Loin (plus 15 min),Non,Oui
RE000633,2025-11-06,2025,11,Sydney,Australia,94565,Est,Duplex,A louer,A renover,1931,232,4,3,1,1160000,6400,6.6,5000.0,1.7,2.1,2.5,10.0,55,7668,384,79,57,Demande > Offre,Oui,Sans fil,Oui,Non,Moyen (5-15 min),Non,Non
RE000634,2020-06-22,2020,6,Los Angeles,USA,62858,Sud,Penthouse,A vendre,Neuf,1924,237,4,3,2,4290000,0,0.0,18101.27,3.5,7.0,3.6,11.6,83,8377,234,58,33,Demande > Offre,Non,ADSL,Oui,Oui,Moyen (5-15 min),Non,Oui
RE000635,2025-03-22,2025,3,Vancouver,Canada,18064,Ouest,Appartement,A louer,Tres bon etat,1930,94,1,1,1,549000,3100,6.8,5840.43,0.5,6.7,2.3,5.8,95,2101,3283,58,38,Demande > Offre,Non,Fibre 1Gbps,Oui,Oui,Loin (plus 15 min),Non,Non
RE000636,2021-05-21,2021,5,Hong Kong,China,16334,Sud,Studio,A louer,Tres bon etat,1963,43,1,1,1,225000,850,4.5,5232.56,-0.4,7.1,5.3,9.5,55,8372,4118,71,69,Demande > Offre,Non,Fibre 1Gbps,Non,Non,Loin (plus 15 min),Oui,Oui
RE000637,2022-01-27,2022,1,Houston,USA,13482,Centre,Entrepot,A vendre,A renover,1999,418,6,0,1,708000,0,0.0,1693.78,1.7,0.6,4.4,6.0,90,8248,2211,66,35,Demande > Offre,Non,Sans fil,Oui,Non,Loin (plus 15 min),Oui,Non
RE000638,2024-02-15,2024,2,Vancouver,Canada,55323,Nord,Appartement,En construction,Neuf,2003,39,3,2,1,228000,0,0.0,5846.15,-1.2,2.7,2.2,7.8,71,532,4855,47,72,Offre > Demande,Non,Fibre 500Mbps,Oui,Oui,Proche (moins 5 min),Oui,Oui
